Station Code,Station Name,STATE,Temperature Min,Temperature Max,pH Min,pH Max,Conductivity (µmhos/cm) Min,Conductivity (µmhos/cm) Max,Year
1749,"TUBE WELL AT MEERUT CITY, U.P",UTTAR PRADESH,18,18,7.2,7.2,695,695,2019
1750,"TUBE WELL AT BAGPAT CITY, U.P",UTTAR PRADESH,17,17,7.4,7.4,725,725,2019
1751,"TUBE WELL IN INDUSTRIAL AREA
AT GAJRAULA, MORADABAD,
U.P",UTTAR PRADESH,,,7.4,7.5,413,421,2019
1752,"SAHIBABAD INDUSTRIAL AREA,
GHAZIABAD, U.P",UTTAR PRADESH,23,23,6.6,6.6,1730,1730,2019
1753,"MEERUT ROAD INDUSTRIAL
AREA GHAZIABAD, U.P",UTTAR PRADESH,20,23,6.9,7.9,501,1232,2019
1754,"HAPUR ROAD INDUSTRIAL AREA
GHAZIABAD, U.P",UTTAR PRADESH,20,24,6.9,7,960,982,2019
1755,"PILKHUA INDUSTRIAL AREA
GHAZIABAD, U.P",UTTAR PRADESH,20,24,6.7,6.8,1198,1210,2019
1756,"GOPIGANJ INDUSTRIAL AREA
BHADOHI, VARANASI, U.P",UTTAR PRADESH,22,25.5,7.6,7.6,422,482,2019
1758,"GROUND AROUND STP
DINAPUR, VARANASI, U.P",UTTAR PRADESH,22.2,25.5,7.5,7.8,468,534,2019
1759,"IFFCO, PHOOLPUR, ALLAHABAD,
U.P",UTTAR PRADESH,25.3,26.3,6.8,7.1,848,956,2019
1760,"M/S KANORIA CHEMICAL
SONBHADRA, U.P",UTTAR PRADESH,24,24,8.2,8.2,485,485,2019
2467,"CHANDPUR INDUSTRIAL AREA,
LAHARTARA, VARANASI",UTTAR PRADESH,22.2,26,7.6,7.6,482,525,2019
2468,"BHADOHI INDUSTRIAL AREA,
DEVELOPMENT AUTHORITY,
SANT RAVIDAS NAGAR",UTTAR PRADESH,22.8,26,7.6,7.7,458,474,2019
2469,"AT INDUSTRIAL AREA. NAINI,
ALLAHABAD",UTTAR PRADESH,25.4,26.5,7,7.1,1188,1400,2019
2470,"AT INDUSTRIAL AREA, FATEHPUR",UTTAR PRADESH,25.3,26.2,7.1,7.1,1624,1673,2019
2471,"GORAKHPUR INDUSTRIAL
DEVELOPMENT AUTHORITY
AREA (GIDA), GORAKHPUR",UTTAR PRADESH,22,24,5.6,7.2,516,560,2019
2472,"VILLAGE DAURALA, MEERUT",UTTAR PRADESH,17,17,7.2,7.2,640,640,2019
2473,"KHEKRA, BAGHPAT",UTTAR PRADESH,17,17,7.1,7.1,715,715,2019
2474,"UNCHAHAAR (NEAR THERMAL
POWER PLANT)",UTTAR PRADESH,19,19,7.8,7.8,1182,1182,2019
2475,"INDUSTRIAL AREA, SULTANPUR
ROAD",UTTAR PRADESH,18,18,8.1,8.1,1118,1118,2019
2477,"NEAR ARYA KANYA INTER
COLLEGE. JALAUN",UTTAR PRADESH,24.6,25.1,7.2,7.4,932,1582,2019
2478,"DEVA ROAD, INDUSTRIAL AREA,
CHAINHAT, LKO NEAR UPTRON
POLICE CHOWKI, LUCKNOW",UTTAR PRADESH,26,26,7.3,7.8,487,587,2019
2479,"NEAR M/S KUMAR INTER
NATIONAL LAKDI FAZALPUR,
DELHI ROAD, MORADABAD",UTTAR PRADESH,23,25,7.2,7.3,232,236,2019
2480,"NEAR BRAHMAN MAJRA,
PILKHANI",UTTAR PRADESH,19,19,7,7,340,340,2019
1748,"HANDPUMP IN VILLAGE
DAMAUDA AT KASHIPUR NEAR
M/S INDIA GLYCOLES LTD.",UTTARAKHAND,28,30,7.5,7.5,240,360,2019
3440,"GROUND WATER AT SITAR GANJ
INDUSTRIAL AREA- 1",UTTARAKHAND,29,30,6.8,7.5,390,535,2019
3441,"GROUND WATER AT SITAR GANJ
INDUSTRIAL AREA- 2",UTTARAKHAND,29,30,7.1,7.5,323,520,2019
3442,"GROUND WATER AT
PANTNAGAR INDUSTRIAL AREA-1",UTTARAKHAND,29,29,7.4,7.6,296,306,2019
3443,"GROUND WATER AT
PANTNAGAR INDUSTRIAL AREA-2",UTTARAKHAND,29,30,7.4,7.5,263,320,2019
3444,"GROUND WATER AT SANTIPURI
KICHHA- 1",UTTARAKHAND,32,32,7.2,7.2,350,350,2019
3445,"GROUND WATER AT SANTIPURI
KICHHA- 2",UTTARAKHAND,32,32,7.4,7.4,580,580,2019
3446,"GROUND WATER AT KASHIPUR
MORADABAD ROAD- 1",UTTARAKHAND,26,30,7.3,7.5,249,420,2019
3447,"GROUND WATER AT KASHIPUR
MORADABAD ROAD- 2",UTTARAKHAND,28.6,28.6,7.3,7.3,320,320,2019
3448,"GROUND WATER AT KASHIPUR
BAJPUR ROAD- 1",UTTARAKHAND,25,30,7.3,7.4,296,490,2019
3449,"GROUND WATER AT KASHIPUR
BAJPUR ROAD- 2",UTTARAKHAND,30,30,7.2,7.2,340,340,2019
3450,"GROUND WATER AT SIDCUL
INDUSTRIAL AREA- 1,
ROSHANABAD COLLECTORATE,
HARIDWAR",UTTARAKHAND,17,18,7,7.5,422,486,2019
3451,"GROUND WATER AT SIDCUL
INDUSTRIAL AREA- 2,
SALEEMPUR
CHOWK,ROORKEE,HARIDWAR",UTTARAKHAND,17,20,7.4,7.4,451,970,2019
3452,"GROUND WATER AT BHAGWAN
INDUSTRIAL AREA- 1",UTTARAKHAND,19,19,7.1,7.1,1770,1770,2019
3453,"GROUND WATER AT BHAGWAN
INDUSTRIAL AREA- 2,",UTTARAKHAND,18,18,7.2,7.7,372,1044,2019
,"SIKANDERPUR, LAKHESWARI,
ROORKEE, HARIDWAR",,,,,,,,2019
3454,"GROUND WATER AT ROORKEE
INDUSTRIAL AREA- 1, CHC
BHAGWANPUR,HARIDWAR",UTTARAKHAND,17,18,7.2,7.5,510,890,2019
3455,"GROUND WATER AT ROORKEE
INDUSTRIAL AREA- 2, SUNEHRA",UTTARAKHAND,18,20,7.1,7.9,373,572,2019
3456,"GROUND WATER AT SELAQUI
INDUSTRIAL AREA- 1,
DEHRADUN",UTTARAKHAND,15,16,7.2,7.4,,,2019
3457,"GROUND WATER AT SELAQUI
INDUSTRIAL AREA- 2,
DEHRADUN",UTTARAKHAND,15,17,7.3,7.3,,,2019
1766,"MINE PIT WATER ASSANSOL,
WEST BENGAL",WEST BENGAL,27,30.5,8.4,8.4,669,752,2019
1767,"DURGAPUR TOWN, NEAR IISCO,
BURDWAN, WEST BENGAL",WEST BENGAL,26,27,8,8.2,174,431,2019
1768,"DURGAPUR TOWN, BURDWAN,
WEST BENGAL",WEST BENGAL,23.5,30,7.8,8.3,406,462,2019
1769,"INSIDE HINDUSTAN LIVER
FACTORY, HALDIA, WEST
BENGAL",WEST BENGAL,31,31,7.3,7.9,1265,2422,2019
1770,"NEAR IOC REFINERY HALDIA,
WEST BENGAL",WEST BENGAL,26,34,7.4,7.7,2090,2369,2019
1771,"KALYANI INDUSTRIAL AREA,
NADIA, WEST BENGAL",WEST BENGAL,27,28,7.3,7.6,868,1245,2019
1772,"BARSAT MUNICIPALITY NORTH
24-P, WEST BENGAL",WEST BENGAL,27,29,7.4,7.9,377,1094,2019
1773,"TANGRA, CALCUTTA , WEST
BENGAL",WEST BENGAL,29,31,7.6,7.7,2154,2463,2019
1774,"TOPSIA CALCUTTA, WEST
BENGAL",WEST BENGAL,26,27,7.4,7.4,2309,2343,2019
1775,"DHAPA CALCUTTA, WEST
BENGAL",WEST BENGAL,27,27,7.4,7.7,2060,2300,2019
1776,"GARIA CALCUTTA, WEST BENGAL",WEST BENGAL,25,29,7.7,7.8,872,939,2019
1777,"BEHALA CALCUTTA, WEST
BENGAL",WEST BENGAL,28,28,7.9,8.2,966,1101,2019
1778,"DOMJUR HOWRAH, WEST
BENGAL",WEST BENGAL,24,29,7.5,7.8,738,836,2019
1779,"DANKUNI (NEAR COAL
COMPLEX), WEST BENGAL",WEST BENGAL,27,28,7.6,8.4,635,999,2019
1813,"RISHRA, WEST BENGAL",WEST BENGAL,22,27,7.4,7.5,487,722,2019
1931,COSSIPORE - NORTH KOLKATA,WEST BENGAL,29,30,7.4,7.4,2642,3047,2019
1932,CENTRAL KOLKATA,WEST BENGAL,28,31,7.6,7.9,894,957,2019
1933,"NEAR GALVANISATION UNIT,
HOWRAH",WEST BENGAL,28,30,7,7.3,1518,1715,2019
1934,"CENTRAL HOWRAH-RESIDENTAIL
AREA",WEST BENGAL,28,29,7.3,7.6,2634,2992,2019
1935,"INSIDE KOLKATA LEATHER
COMPLEX",WEST BENGAL,29,30,7.1,7.5,1648,1936,2019
1936,RESIDENTIAL AREA - SONARPUR,WEST BENGAL,28,28,7.8,7.9,949,1009,2019
1937,RAJARHAT - NEW TOWNSHIP,WEST BENGAL,29,30,7.4,7.8,387,2992,2019
1938,BSIRHAT MUNICIPALITY,WEST BENGAL,27,30,8.3,8.4,828,1788,2019
1939,BARRAKPORE MUNICIPALITY,WEST BENGAL,27,28,7.5,7.7,358,385,2019
1940,"NEAR THE PHOSPHATE
COMPANY-RISHRA",WEST BENGAL,21,27,7.3,7.4,560,893,2019
1941,"NEAR FLY ASH DUMPING SITE-KUNTIGHAT, BANDEL",WEST BENGAL,27,28,7.6,7.8,405,494,2019
1942,NEAR EXIDE INDUSTRIES-HALDIA,WEST BENGAL,31,31,7.6,7.7,1319,1701,2019
1943,"INSIDE TATA METALIKS,
KHARAGPUR",WEST BENGAL,25,31,7,7.5,501,593,2019
1944,KHARAGPUR INDUSTRIAL AREA,WEST BENGAL,27,30,5.8,7.6,113,144,2019
1945,ENGLISH BAZAR- MALDAH,WEST BENGAL,25,39,7.6,7.9,440,551,2019
2510,"GEOKHALI BUNGLOW
MIDNAPUR-EAST",WEST BENGAL,29,32,7.3,7.8,1029,1154,2019
2515,"SDO OFFICE, RANAGHAT",WEST BENGAL,27,28,7.3,8.3,571,597,2019
2516,"SDO OFFICE, KRISHNANAGAR",WEST BENGAL,27,28,7.6,7.6,575,746,2019
2526,FULBARI BARRAGE,WEST BENGAL,26,26,6.9,7.4,89,261,2019
2528,"GROUND WATER POINT INSIDE
BURDWAN UNIVERSITY",WEST BENGAL,24,27.5,8.1,8.4,404,610,2019
2529,"GROUND WATER POINT NEAR
BURDWAN STATION",WEST BENGAL,26,27.5,7.7,8.1,972,1102,2019
2530,HOT SPRING AT BAKRESHWAR,WEST BENGAL,60,66,8.9,9.1,532,636,2019
2533,SURI TOWN NEAR BUS STAND,WEST BENGAL,28,32,8.1,8.3,667,835,2019
2535,VISVA BHARATI,WEST BENGAL,29,32,8,8.4,450,507,2019
2536,"NALHATI RAILWAY STATION OF
BIRBHUM",WEST BENGAL,28,29,8,8.1,1168,1233,2019
2537,"BOLPUR NEAR RAILWAY
STATION",WEST BENGAL,29,30,7.9,8.1,569,1056,2019
2538,MOREGRAM CROSSING,WEST BENGAL,28,29,8.1,8.3,317,392,2019
2540,SATI GHAT AT BANKURA TOWN,WEST BENGAL,26.5,27,7.8,8.3,1228,1502,2019
2542,DWARIKA AT BISHNUPUR TOWN,WEST BENGAL,27,27.5,7.9,8.1,635,1984,2019
2543,"SDO OFFICE AT BISHNUPUR
TOWN",WEST BENGAL,26,28.5,7,7.5,191,216,2019
2545,"GROUND WATER POINT AT
PURULIA RK MISSION",WEST BENGAL,25,27,7.3,7.8,1643,1984,2019
2546,ULUBERIA COLLEGE AT HOWRAH,WEST BENGAL,29,30,7.5,7.7,944,1118,2019
2547,"AMTOLA ON DIAMOND
HARBOUR ROAD, 24 PARGANAS
(S)",WEST BENGAL,28,28,7.5,7.8,273,9146,2019
2548,"HIDCO OFFICE, RAJARHAT",WEST BENGAL,29,30,7.7,7.9,303,388,2019
4706,GROUND WATER AT KHARDAH,WEST BENGAL,28,28,7.3,7.3,866,866,2019
4707,GROUND WATER AT NAIHATI,WEST BENGAL,27,27,8.4,8.4,294,294,2019
4708,"GROUND WATER AT
BERHAMPORE",WEST BENGAL,28,28,7.6,7.6,776,776,2019
4709,GROUND WATER AT CHINSURA,WEST BENGAL,28,28,7.8,7.8,263,263,2019
4712,"BORE WELL INSIDE M/S UNITED
PHOSPHOROUS LIMITED",WEST BENGAL,31,31,7.9,7.9,3367,3367,2019
4713,"TUB WELL BESIDE GREEN BELT
CANAL POINT NO.8",WEST BENGAL,31,31,7.7,7.7,1890,1890,2019
4714,"GROUND WATER AT ANGADPUR
ANGADPUR DURGAPUR",WEST BENGAL,24,24,8,8,699,699,2019
4715,"GROUND WATER AT
MUCHIPARA DURGAPUR",WEST BENGAL,24,24,7.2,7.2,380,380,2019
4716,"GROUND WATER AT
HURALALPUR, PURULIA",WEST BENGAL,27,27,7.5,7.5,392,392,2019
4721,"GROUND WATER AT MATIGARA
BAZAAR",WEST BENGAL,28,28,7.7,7.7,91,91,2019
4726,"GROUND WATER MIRIK
DUGWELL",WEST BENGAL,21,21,7.2,7.2,161,161,2019
4730,"GROUND WATER (DUGWELL) AT
HARISHPAL MORE",WEST BENGAL,26,26,7.6,7.6,882,882,2019
4731,"GROUNDWATER AT
UTTARBANGA KRISHI
VISHWAVIDYALAYA",WEST BENGAL,26,26,7.7,7.7,293,293,2019
4732,"GROUNDWATER AT ANANDA
MOHAN COMMERCE COLLEGE",WEST BENGAL,28,28,7.9,7.9,611,611,2019
4733,"GROUNDWATER AT SUKNA
FOREST RANGE",WEST BENGAL,26,26,7.4,7.4,365,365,2019
4737,"GROUND WATER AT SHYAMPUR
BUDGE BUDGE",WEST BENGAL,28,28,7.7,7.7,7439,7439,2019
3093,"BORE WELL AT ALLADAPALEM
VILLAGE, PYDIBHIMAVARAM",ANDHRA PRADESH,29,30,7.3,7.4,840,1481,2021
3092,"BORE WELL AT ARINAMA
AKKIVALASA, SRIKAKULAM",ANDHRA PRADESH,28,31,7.4,8.1,712,1139,2021
4360,"BORE WELL AT IDA,
RAMANAYYAPETA, KKAINADA",ANDHRA PRADESH,27,29,7.7,7.8,990,1280,2021
3091,"BORE WELL AT KAPULUPPADA
DUMPSITE, VISHAKHAPATNAM",ANDHRA PRADESH,26,26,7,7.1,3340,4260,2021
4353,"BORE WELL AT MANGARAJU
HOUSE, GAJAPATHINAGARAM
VILLAGE, PAYAKARAOPETA (M)",ANDHRA PRADESH,25,27,7.9,8.1,2660,3940,2021
3087,"BORE WELL NEAR VILLAGE
SECRETARIAT, PATHAPADU (V)",ANDHRA PRADESH,24,27,7.5,7.8,2031,2050,2021
4355,"BORE WELL, CHIPPADA VILLAGE,
BHEEMUNIPATNAM (M)",ANDHRA PRADESH,25,27,7.9,8,660,1482,2021
4354,"BORE WELL, SRI NOOKATATA
TEMPLE RAJAYYAPETA VILLAGE,
NAKKAPALLI (M)",ANDHRA PRADESH,25,27,7.4,7.6,11120,11420,2021
4394,"BOREWELL AT APLLC OFFICE
INDUSTRIAL ESTATE GROWTH
CENTRE, THUMAKUNTA,
HINDUPUR (M)",ANDHRA PRADESH,26,28,6.9,7.1,1584,3239,2021
4395,"BOREWELL AT APLLC OFFICE
INDUSTRIAL ESTATE,
ANANTAPURAM (M)",ANDHRA PRADESH,26,28,7,7.1,3558,3780,2021
4377,"BOREWELL AT IMITATION
JEWELLARY PARK,
MACHILIPTNAM",ANDHRA PRADESH,27,27,8.1,8.1,1896,1920,2021
1519,BOREWELL AT NAGIRI,ANDHRA PRADESH,28,29,7.1,7.3,1872,2741,2021
1518,"BOREWELL AT NANDYAL
(KUNDU)",ANDHRA PRADESH,23,27,7.2,7.3,6619,7770,2021
4364,"BOREWELL AT RAJIV GRUHA
KA;PA, NEAR AP PAPER MAILLS
WORKERS COLONY,",ANDHRA PRADESH,28,28,7.6,7.6,1048,1048,2021
,"MALLAYAPETA, KATHERU,
RAJAMAHENDRAVARAM",,,,,,,,2021
4350,"BOREWELL AT ZP HIGH SCHOOL,
UDDANAM REGION,
AMALAPADU (V)
VAJRAPUKOTTURU",ANDHRA PRADESH,24,24,7.1,7.1,1140,1140,2021
4384,"BOREWELL IN FRONT OF M/S
BHAGEERADHA CHEMICALS &
INDUSTRIES LTD,
CHERUVUKOMMUPALEM (V)
ONGOLE (M)",ANDHRA PRADESH,22,23,7.2,7.3,9090,10500,2021
1513,"BOREWELL KRISHNA MURTHY,
D.NO. 48-16-43 AUTONAGAR
VIJJAYAWADA",ANDHRA PRADESH,25,25,7.1,7.8,1877,1970,2021
1523,"BOREWELL NEAR M/S ANDHRA
SUGARS LTD. , KOVVUR",ANDHRA PRADESH,24,26,7,7.6,310,1447,2021
4392,"BOREWELL NEAR SRI
GOVINDARAJA SWAMY TEMPLE,
TIRUPATI TOWN",ANDHRA PRADESH,27,27,6.9,7.5,1380,1414,2021
1520,"BOREWELL NEAR
SWARNAMUKHI RIVER AT
SRIKALAHASTI",ANDHRA PRADESH,28,29,7.3,7.3,1027,1266,2021
1517,"BOREWELL NEAR TUNGBHADRA
RIVER KURNOOL",ANDHRA PRADESH,23,26,7.8,7.9,4520,5663,2021
1516,"BOREWELL OF NAVLOK
GARDENS, NELLORE",ANDHRA PRADESH,20,21,8.1,8.1,1080,1100,2021
1514,"BOREWELL VIJAY KUMAR
AUTONAGAR VIJAYAWADA",ANDHRA PRADESH,25,25,7.2,7.9,1780,2080,2021
4376,"BOREWELL WATER , APIIC
OFFICE, IDA KONDAPALLI,
IBRAHIMPATNAM (M)",ANDHRA PRADESH,26,26,7.1,7.6,3850,3860,2021
4380,"BOREWELL WATER , SRI
VENKATESWARA SWAMY
TEMPLE, VENKATAPALEM (V),
TULLUR (M)",ANDHRA PRADESH,22,22,7.1,7.5,860,899,2021
4382,"BOREWELL WATER POLICE
STATION, AUTONAGAR,
PEDAKAKANI, GUNTUR",ANDHRA PRADESH,21,22,7.1,8.1,4450,4580,2021
4393,"CLOSED MSW DUMPSITE,
UKKAYAPALLI (V), KADAPA (M)",ANDHRA PRADESH,24,25,7.3,7.4,2810,3352,2021
3090,"HAND PUMP AT
PITTAVANIPALEM,
VISHAKHAPATNAM",ANDHRA PRADESH,27,27,6.7,7.6,1610,1983,2021
3089,"HAND PUMP AT TANAM VILL.,
VISHAKHAPATNAM",ANDHRA PRADESH,27,28,7.2,7.9,2180,2180,2021
1524,"OPEN WELL NEAR PARTAP
NAGAR BRIDGE -KAKINADA",ANDHRA PRADESH,27,30,7.3,7.7,1147,1295,2021
1521,"OPEN WELL NEAR RAMA
TEMPLE , WARD NO.2 , MINDI ,
VISAKHAPATNAM",ANDHRA PRADESH,26,27,6.8,7.5,1977,2580,2021
1522,OPEN WELL PEDDANUVVI -VIZIANAGARAM,ANDHRA PRADESH,27,28,7.4,7.9,1120,1190,2021
26,"WELL AT GRAM PANCHAYAT
OFFICE, KAANURU, VIJAYWADA",ANDHRA PRADESH,25,25,7,8.1,1597,2160,2021
1537,"GROUND WATER AT (JORHAT,
ASSAM)",ASSAM,25,26,7,7.2,276,278,2021
1539,"GROUND WATER AT BARPETA,
ASSAM",ASSAM,30,31,7.4,7.5,304,329,2021
1540,"GROUND WATER AT
BONAIGAON, ASSAM",ASSAM,27,29,7.2,7.6,366,390,2021
1533,"GROUND WATER AT DIGBOI,
TINSUKIA DISTT., ASSAM",ASSAM,24,26,6.8,7.1,328,332,2021
1534,"GROUND WATER AT KARBI
ANGLONG DISTT., ASSAM",ASSAM,25,25,7.2,7.2,308,308,2021
1541,"GROUND WATER AT NOONMATI
GUWAHATI, ASSAM",ASSAM,27,29,7.3,7.6,401,408,2021
1535,"GROUND WATER AT SIBSAGAR
GOVT ME SCHOOL WARD 6, RED
CROSS ROAD , ASSAM",ASSAM,25,26,6.8,7.3,284,288,2021
1542,"GROUND WATER AT SIJUBARI
MAZAR, NATBOMA HATIGAON",ASSAM,27,28,7.8,7.8,352,354,2021
1538,"GROUND WATER AT SILCHAR,
ASSAM",ASSAM,23,23,6.8,7.4,196,291,2021
4328,"GROUND WATER BESIDE MSW
DUMPING SITE, DHEKIAJULI",ASSAM,26,26,7.7,7.7,315,315,2021
4338,"GROUND WATER FORM TENGA
PUKHURI KUKURACHOWA
WATER SUPPLY TENGA PUKHURI",ASSAM,23,28,6.7,7.8,262,266,2021
4335,"GROUND WATER FROM
AMGURI, AMGURI TOWN",ASSAM,23,25,6.8,8,248,259,2021
2254,"GROUND WATER FROM
BARPETA ROAD(RLY STATION),
ASSAM",ASSAM,25,32,7.6,7.6,311,322,2021
3816,"GROUND WATER FROM
BASISTHA, GUWAHATI",ASSAM,26,28,7.4,7.7,295,351,2021
3761,"GROUND WATER FROM
BISWANATH CHARIALI TOWN",ASSAM,26,30,7.6,7.8,258,262,2021
3813,"GROUND WATER FROM BONDA,
GUWAHATI",ASSAM,25,29,7.6,8,365,370,2021
4333,"GROUND WATER FROM DEMOW
WATER SUPPLY DEMOW TOWN",ASSAM,22,26,7.3,7.4,235,280,2021
2257,"GROUND WATER FROM DHUBRI
DISTRICT (COLLEGE NAGAR ),
ASSAM",ASSAM,34,37,7.3,7.4,308,356,2021
2259,"GROUND WATER FROM DIPHU
(GOVT. COLLEGE), ASSAM",ASSAM,26,26,7,7,312,312,2021
3779,"GROUND WATER FROM
GARMUR, MAJULI",ASSAM,21,25,7.2,7.7,261,390,2021
4008,GROUND WATER FROM GELEKY,ASSAM,23,25,7,7.2,216,287,2021
2258,"GROUND WATER FROM
GOALPARA DIST. (GOALPARA
COLLEGE ), ASSAM",ASSAM,24,30,7.3,7.5,320,362,2021
2263,"GROUND WATER FROM
HIALAKANDI (NEAR ASTC BUS
STAND ), ASSAM",ASSAM,25,25,7.3,7.4,264,268,2021
2251,"GROUND WATER FROM
JAGIROAD NEAR HPC EFFLUENT
DISCHARGE POINT, ASSAM",ASSAM,26,29,7.2,7.3,318,323,2021
3817,"GROUND WATER FROM
KAHILIPARA, GUWAHATI",ASSAM,22,24,7,7.2,182,318,2021
2262,"GROUND WATER FROM
KARIMGANJ (COLLEGE), ASSAM",ASSAM,22,24,7.3,7.3,256,298,2021
3815,"GROUND WATER FROM
KHANAPARA, GUWAHATI",ASSAM,28,28,7.3,7.3,289,340,2021
2256,"GROUND WATER FROM
KOKRAJHAR DISTRICT (HS
SCHOOL ), ASSAM",ASSAM,29,32,7.4,7.8,361,362,2021
2248,"GROUND WATER FROM
LAKHIMPUR TOWN, ASSAM",ASSAM,28,32,7.5,8,241,258,2021
4007,"GROUND WATER FROM
LAKWAH",ASSAM,22,25,6.8,7.5,208,242,2021
2243,"GROUND WATER FROM LEDO,
MARGHERITA, ASSAM",ASSAM,24,24,7,7.2,321,329,2021
3818,"GROUND WATER FROM
MALIGAON, GUWAHATI",ASSAM,24,26,7,7.6,190,223,2021
3766,"GROUND WATER FROM
MANGALDOI TOWN",ASSAM,26,26,7.5,7.5,307,307,2021
3802,"GROUND WATER FROM
MEHEPUR NEAR A CLUSTER OF
NURSING HOME & DIAGNOSTIC
CENTRE, MEHERPUR, CACHAR",ASSAM,24,25,7.2,7.3,148,326,2021
3801,"GROUND WATER FROM
MEHEPUR TRENCHING GROUND,
MEHERPUR, CACHAR",ASSAM,24,25,6.9,7.2,326,336,2021
2250,"GROUND WATER FROM
NAGAON (PANIGAON), ASSAM",ASSAM,26,28,7.6,7.7,326,332,2021
4340,"GROUND WATER FROM
NAGAON COLLEGE, NAGAON",ASSAM,26,30,7.2,7.3,246,380,2021
2253,"GROUND WATER FROM
NALBARI, ASSAM",ASSAM,19,20,7.4,7.9,241,312,2021
2244,"GROUND WATER FROM NAZIRA,
ASSAM",ASSAM,26,27,6.8,7,290,312,2021
2245,"GROUND WATER FROM
NUMALIGARH (NEAR NRL TE
LABOR COLONY), ASSAM",ASSAM,28,29,7.2,7.2,360,363,2021
4001,"GROUND WATER FROM
PANJABARI",ASSAM,28,28,7,7.2,286,342,2021
4327,"GROUND WATER FROM
RAILWAY STATION ROAD,
ROWTA",ASSAM,26,26,7.2,7.2,328,328,2021
4002,"GROUND WATER FROM
SANTIPUR",ASSAM,24,25,7.4,7.4,194,330,2021
4303,"GROUND WATER FROM
SATGAON",ASSAM,26,29,7.2,7.6,290,350,2021
2246,"GROUND WATER FROM
SEMENCHAPARI, ASSAM",ASSAM,22,22,7.1,7.1,247,247,2021
2247,"GROUND WATER FROM
SILAPATHAR, ASSAM",ASSAM,22,22,7.3,7.3,260,260,2021
2249,"GROUND WATER FROM TEZPUR
(MISSION CHARIALI), ASSAM",ASSAM,24,24,7.4,7.4,195,195,2021
4003,"GROUND WATER FROM TEZPUR
COLLEGIATE HIGH SCHOOL",ASSAM,25,26,7,7.4,170,288,2021
3771,"GROUND WATER FROM TITABAR
URBAN WATER SUPPLY, TITABAR",ASSAM,24,30,7.9,7.9,402,422,2021
2264,"GROUND WATER IN
PANCHGRAM MARKET NEAR
CACHAR PAPER MILL, ASSAM",ASSAM,23,24,6.8,7.7,180,360,2021
3805,"GROUND WATER NEAR
BADARPUR INDUSTRIAL AREA
AT BADARPUR GHAT,
KARIMGANJ",ASSAM,23,25,7,7.3,240,286,2021
1536,"GROUND WATER NEAR BPMS
H.S. SCHOOL SONARI TOWN
DIST CHARAIDEO",ASSAM,27,36,7.4,7.6,302,308,2021
2255,"GROUND WATER NEAR BPRL,
DHALIGAON, ASSAM",ASSAM,28,31,7.4,7.4,338,342,2021
3770,"GROUND WATER NEAR
GARMUR RECREATION GROUND,
JORHAT",ASSAM,25,27,6.8,6.9,233,238,2021
3790,"GROUND WATER NEAR
GOGAMUKH PUBLIC WATER
SUPPLY SCHEME, GOGAMUKH,
DHEMAJI",ASSAM,22,22,7.2,7.2,205,205,2021
2252,"GROUND WATER NEAR MSW
DUMPING SITE AT GARCHUK-GUWAHATI, ASSAM",ASSAM,27,29,7.9,8,390,392,2021
3762,"GROUND WATER NEAR
MUNICIPAL WASTE PROCESSING
FACILITY, MORABHARLI, TEZPUR",ASSAM,25,26,7.2,7.2,270,303,2021
4339,"GROUND WATER NEAR NAGAON
TOWN PIPE WATER SUPPLY
SCHEME(Z-111), NAGAON",ASSAM,26,26,7.4,7.4,265,265,2021
4330,"GROUND WATER NEAR
PANGRAM STONE CRASHER
CLUSTER",ASSAM,20,20,7.5,7.5,91,91,2021
3794,"TUBE WELL AT R/O SRI ANIL
BAORA AT BOSAGAON NEAR BY
THE ATHKHALIA, NAMGHAR, PO:
PULIKAITONI",ASSAM,26,26,7.4,7.6,363,371,2021
3793,"TUBE WELL AT R/O SRI
TANKESWAR DAS, RUPJYOTI
COLONY (NAGABALI)
MUNICIPALITY DUMPING SITE,
GOLAGHAT",ASSAM,27,28,6.8,7,348,355,2021
3795,"TUBE WELL OF WOKHA
GORONGA GIRLS ME SCHOOL,
GOROUNGA TINIALI, FURKATING",ASSAM,26,27,7.3,7.3,388,394,2021
1830,"BORE WELL WATER (PHED PUMP
HOUSE) SADAR HOSPITAL
CAMPUS, MUZAFFARPUR",BIHAR,24,24,7.3,7.3,927,927,2021
1826,"BORE WELL WATER AT BHUT
NATH ROAD WATER TANK SEC-3,
KANKARBAGH,PATNA",BIHAR,25,26,7.4,7.7,430,491,2021
1825,"BORE WELL WATER AT KATRA
BAZAR WATER TANK,
MALSALAMI, PATNA",BIHAR,21,28,7.3,7.5,435,453,2021
1829,"BORE WELL WATER FROM IGIMS
CAMPUS, PATNA",BIHAR,25,28,7.4,7.6,410,509,2021
1828,"BORE WELL WATER IN CAMPUS
OF PATNA WATER BOARD HEAD
OFFICE, NEAR HIGH COURT,
PATNA",BIHAR,26,30,7.4,7.5,448,528,2021
1831,"BORE WELL WATER MMC PUMP
HOUSE BRAHMPURA NAKA,
MUZAFFARPUR",BIHAR,24,24,7.5,7.5,641,641,2021
1844,"BORE WELL WATER NEAR
COMMISSIONARY OFFICE,
CHAPRA",BIHAR,26,26,7,7,1160,1160,2021
3139,GROUND WATER FROM ARARIA,BIHAR,28,28,7.6,7.6,296,296,2021
